date,store,item,category,price,base_price,promo,units_sold
2025-04-06,Store_B,Rice_5kg,Staples,60.0,60.0,0,141
2025-04-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,100
2025-04-08,Store_B,Rice_5kg,Staples,61.0,60.0,0,104
2025-04-09,Store_B,Rice_5kg,Staples,56.35,60.0,0,102
2025-04-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,104
2025-04-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,132
2025-04-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,129
2025-04-13,Store_B,Rice_5kg,Staples,60.0,60.0,0,111
2025-04-14,Store_B,Rice_5kg,Staples,51.66,60.0,0,121
2025-04-15,Store_B,Rice_5kg,Staples,63.44,60.0,0,101
2025-04-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,99
2025-04-17,Store_B,Rice_5kg,Staples,51.41,60.0,0,123
2025-04-18,Store_B,Rice_5kg,Staples,60.0,60.0,0,104
2025-04-19,Store_B,Rice_5kg,Staples,60.94,60.0,0,139
2025-04-20,Store_B,Rice_5kg,Staples,60.0,60.0,0,139
2025-04-21,Store_B,Rice_5kg,Staples,49.92,60.0,0,120
2025-04-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,91
2025-04-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,75
2025-04-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,89
2025-04-25,Store_B,Rice_5kg,Staples,60.0,60.0,0,137
2025-04-26,Store_B,Rice_5kg,Staples,60.0,60.0,1,188
2025-04-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,120
2025-04-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,89
2025-04-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,96
2025-04-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,107
2025-05-01,Store_B,Rice_5kg,Staples,60.0,60.0,0,109
2025-05-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,100
2025-05-03,Store_B,Rice_5kg,Staples,64.65,60.0,0,127
2025-05-04,Store_B,Rice_5kg,Staples,60.0,60.0,0,115
2025-05-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,107
2025-05-06,Store_B,Rice_5kg,Staples,60.0,60.0,0,88
2025-05-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,86
2025-05-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,112
2025-05-09,Store_B,Rice_5kg,Staples,57.96,60.0,0,128
2025-05-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,157
2025-05-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,121
2025-05-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,93
2025-05-13,Store_B,Rice_5kg,Staples,60.0,60.0,0,89
2025-05-14,Store_B,Rice_5kg,Staples,50.87,60.0,0,104
2025-05-15,Store_B,Rice_5kg,Staples,60.0,60.0,0,93
2025-05-16,Store_B,Rice_5kg,Staples,54.7,60.0,0,135
2025-05-17,Store_B,Rice_5kg,Staples,60.0,60.0,0,127
2025-05-18,Store_B,Rice_5kg,Staples,55.41,60.0,0,132
2025-05-19,Store_B,Rice_5kg,Staples,56.56,60.0,0,106
2025-05-20,Store_B,Rice_5kg,Staples,60.69,60.0,0,85
2025-05-21,Store_B,Rice_5kg,Staples,66.12,60.0,0,86
2025-05-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,106
2025-05-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,128
2025-05-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,125
2025-05-25,Store_B,Rice_5kg,Staples,59.58,60.0,0,146
2025-05-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,100
2025-05-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,76
2025-05-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,89
2025-05-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,97
2025-05-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,116
2025-05-31,Store_B,Rice_5kg,Staples,60.0,60.0,0,132
2025-06-01,Store_B,Rice_5kg,Staples,60.0,60.0,0,121
2025-06-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,91
2025-06-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,80
2025-06-04,Store_B,Rice_5kg,Staples,50.2,60.0,1,163
2025-06-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,94
2025-06-06,Store_B,Rice_5kg,Staples,60.0,60.0,0,100
2025-06-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,121
2025-06-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,146
2025-06-09,Store_B,Rice_5kg,Staples,55.16,60.0,0,100
2025-06-10,Store_B,Rice_5kg,Staples,65.43,60.0,0,87
2025-06-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,90
2025-06-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,90
2025-06-13,Store_B,Rice_5kg,Staples,48.74,60.0,0,108
2025-06-14,Store_B,Rice_5kg,Staples,60.0,60.0,0,133
2025-06-15,Store_B,Rice_5kg,Staples,60.0,60.0,0,126
2025-06-16,Store_B,Rice_5kg,Staples,54.85,60.0,0,94
2025-06-17,Store_B,Rice_5kg,Staples,60.0,60.0,0,84
2025-06-18,Store_B,Rice_5kg,Staples,60.0,60.0,0,82
2025-06-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,101
2025-06-20,Store_B,Rice_5kg,Staples,56.79,60.0,0,115
2025-06-21,Store_B,Rice_5kg,Staples,57.71,60.0,0,130
2025-06-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,118
2025-06-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,99
2025-06-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,88
2025-06-25,Store_B,Rice_5kg,Staples,60.0,60.0,0,82
2025-06-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,95
2025-06-27,Store_B,Rice_5kg,Staples,64.82,60.0,0,100
2025-06-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,142
2025-06-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,115
2025-06-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,80
2025-07-01,Store_B,Rice_5kg,Staples,66.86,60.0,0,74
2025-07-02,Store_B,Rice_5kg,Staples,60.0,60.0,1,112
2025-07-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,84
2025-07-04,Store_B,Rice_5kg,Staples,60.0,60.0,0,107
2025-07-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,130
2025-07-06,Store_B,Rice_5kg,Staples,62.83,60.0,0,106
2025-07-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,81
2025-07-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,71
2025-07-09,Store_B,Rice_5kg,Staples,60.0,60.0,0,77
2025-07-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,103
2025-07-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,107
2025-07-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,133
2025-07-13,Store_B,Rice_5kg,Staples,60.0,60.0,0,113
2025-07-14,Store_B,Rice_5kg,Staples,60.9,60.0,1,109
2025-07-15,Store_B,Rice_5kg,Staples,60.0,60.0,0,72
2025-07-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,76
2025-07-17,Store_B,Rice_5kg,Staples,49.59,60.0,0,124
2025-07-18,Store_B,Rice_5kg,Staples,60.0,60.0,0,113
2025-07-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,130
2025-07-20,Store_B,Rice_5kg,Staples,60.0,60.0,0,104
2025-07-21,Store_B,Rice_5kg,Staples,60.0,60.0,0,101
2025-07-22,Store_B,Rice_5kg,Staples,61.67,60.0,0,99
2025-07-23,Store_B,Rice_5kg,Staples,62.55,60.0,0,72
2025-07-24,Store_B,Rice_5kg,Staples,49.56,60.0,0,117
2025-07-25,Store_B,Rice_5kg,Staples,48.74,60.0,0,154
2025-07-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,133
2025-07-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,102
2025-07-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,87
2025-07-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,91
2025-07-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,85
2025-07-31,Store_B,Rice_5kg,Staples,53.9,60.0,0,102
2025-08-01,Store_B,Rice_5kg,Staples,60.0,60.0,0,110
2025-08-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,125
2025-08-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,120
2025-08-04,Store_B,Rice_5kg,Staples,60.0,60.0,0,83
2025-08-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,81
2025-08-06,Store_B,Rice_5kg,Staples,60.0,60.0,0,84
2025-08-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,92
2025-08-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,109
2025-08-09,Store_B,Rice_5kg,Staples,60.0,60.0,1,172
2025-08-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,128
2025-08-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,81
2025-08-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,84
2025-08-13,Store_B,Rice_5kg,Staples,60.0,60.0,0,78
2025-08-14,Store_B,Rice_5kg,Staples,49.72,60.0,0,126
2025-08-15,Store_B,Rice_5kg,Staples,51.21,60.0,0,161
2025-08-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,122
2025-08-17,Store_B,Rice_5kg,Staples,60.0,60.0,0,136
2025-08-18,Store_B,Rice_5kg,Staples,62.68,60.0,1,108
2025-08-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,93
2025-08-20,Store_B,Rice_5kg,Staples,60.0,60.0,0,76
2025-08-21,Store_B,Rice_5kg,Staples,60.0,60.0,0,97
2025-08-22,Store_B,Rice_5kg,Staples,48.59,60.0,0,154
2025-08-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,126
2025-08-24,Store_B,Rice_5kg,Staples,68.75,60.0,0,100
2025-08-25,Store_B,Rice_5kg,Staples,60.0,60.0,0,88
2025-08-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,79
2025-08-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,92
2025-08-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,86
2025-08-29,Store_B,Rice_5kg,Staples,66.06,60.0,0,109
2025-08-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,114
2025-08-31,Store_B,Rice_5kg,Staples,60.0,60.0,0,111
2025-09-01,Store_B,Rice_5kg,Staples,60.0,60.0,0,86
2025-09-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,95
2025-09-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,101
2025-09-04,Store_B,Rice_5kg,Staples,60.0,60.0,0,101
2025-09-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,116
2025-09-06,Store_B,Rice_5kg,Staples,60.0,60.0,0,154
2025-09-07,Store_B,Rice_5kg,Staples,63.2,60.0,0,119
2025-09-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,93
2025-09-09,Store_B,Rice_5kg,Staples,63.27,60.0,0,73
2025-09-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,100
2025-09-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,107
2025-09-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,116
2025-09-13,Store_B,Rice_5kg,Staples,60.0,60.0,0,159
2025-09-14,Store_B,Rice_5kg,Staples,60.0,60.0,0,135
2025-09-15,Store_B,Rice_5kg,Staples,60.0,60.0,0,106
2025-09-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,88
2025-09-17,Store_B,Rice_5kg,Staples,66.06,60.0,0,85
2025-09-18,Store_B,Rice_5kg,Staples,62.77,60.0,0,101
2025-09-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,108
2025-09-20,Store_B,Rice_5kg,Staples,60.0,60.0,0,127
2025-09-21,Store_B,Rice_5kg,Staples,60.0,60.0,0,124
2025-09-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,100
2025-09-23,Store_B,Rice_5kg,Staples,57.07,60.0,0,88
2025-09-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,105
2025-09-25,Store_B,Rice_5kg,Staples,60.0,60.0,0,107
2025-09-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,114
2025-09-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,145
2025-09-28,Store_B,Rice_5kg,Staples,55.02,60.0,0,159
2025-09-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,104
2025-09-30,Store_B,Rice_5kg,Staples,60.0,60.0,1,130
2025-10-01,Store_B,Rice_5kg,Staples,60.0,60.0,0,139
2025-10-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,130
2025-10-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,215
2025-10-04,Store_B,Rice_5kg,Staples,52.39,60.0,0,255
2025-10-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,193
2025-10-06,Store_B,Rice_5kg,Staples,60.0,60.0,1,188
2025-10-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,136
2025-10-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,152
2025-10-09,Store_B,Rice_5kg,Staples,65.83,60.0,0,137
2025-10-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,161
2025-10-11,Store_B,Rice_5kg,Staples,50.12,60.0,0,266
2025-10-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,181
2025-10-13,Store_B,Rice_5kg,Staples,49.66,60.0,0,185
2025-10-14,Store_B,Rice_5kg,Staples,60.0,60.0,0,142
2025-10-15,Store_B,Rice_5kg,Staples,60.0,60.0,0,143
2025-10-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,153
2025-10-17,Store_B,Rice_5kg,Staples,60.0,60.0,0,218
2025-10-18,Store_B,Rice_5kg,Staples,60.0,60.0,1,327
2025-10-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,209
2025-10-20,Store_B,Rice_5kg,Staples,60.0,60.0,1,194
2025-10-21,Store_B,Rice_5kg,Staples,60.0,60.0,0,120
2025-10-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,157
2025-10-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,161
2025-10-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,190
2025-10-25,Store_B,Rice_5kg,Staples,60.0,60.0,0,227
2025-10-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,184
2025-10-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,142
2025-10-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,158
2025-10-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,127
2025-10-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,175
2025-10-31,Store_B,Rice_5kg,Staples,60.0,60.0,0,222
2025-11-01,Store_B,Rice_5kg,Staples,60.0,60.0,0,243
2025-11-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,216
2025-11-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,145
2025-11-04,Store_B,Rice_5kg,Staples,60.0,60.0,0,139
2025-11-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,152
2025-11-06,Store_B,Rice_5kg,Staples,68.88,60.0,0,134
2025-11-07,Store_B,Rice_5kg,Staples,60.0,60.0,0,206
2025-11-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,247
2025-11-09,Store_B,Rice_5kg,Staples,60.0,60.0,0,197
2025-11-10,Store_B,Rice_5kg,Staples,60.0,60.0,0,147
2025-11-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,150
2025-11-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,167
2025-11-13,Store_B,Rice_5kg,Staples,52.53,60.0,0,183
2025-11-14,Store_B,Rice_5kg,Staples,60.0,60.0,0,208
2025-11-15,Store_B,Rice_5kg,Staples,60.0,60.0,1,338
2025-11-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,202
2025-11-17,Store_B,Rice_5kg,Staples,60.0,60.0,0,176
2025-11-18,Store_B,Rice_5kg,Staples,60.0,60.0,0,144
2025-11-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,185
2025-11-20,Store_B,Rice_5kg,Staples,60.0,60.0,0,162
2025-11-21,Store_B,Rice_5kg,Staples,60.0,60.0,0,188
2025-11-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,258
2025-11-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,233
2025-11-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,176
2025-11-25,Store_B,Rice_5kg,Staples,60.0,60.0,0,162
2025-11-26,Store_B,Rice_5kg,Staples,60.0,60.0,0,183
2025-11-27,Store_B,Rice_5kg,Staples,60.0,60.0,0,195
2025-11-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,212
2025-11-29,Store_B,Rice_5kg,Staples,57.71,60.0,0,275
2025-11-30,Store_B,Rice_5kg,Staples,60.0,60.0,0,207
2025-12-01,Store_B,Rice_5kg,Staples,55.38,60.0,0,171
2025-12-02,Store_B,Rice_5kg,Staples,60.0,60.0,0,129
2025-12-03,Store_B,Rice_5kg,Staples,60.0,60.0,0,139
2025-12-04,Store_B,Rice_5kg,Staples,60.0,60.0,0,144
2025-12-05,Store_B,Rice_5kg,Staples,60.0,60.0,0,172
2025-12-06,Store_B,Rice_5kg,Staples,60.0,60.0,0,216
2025-12-07,Store_B,Rice_5kg,Staples,57.53,60.0,0,216
2025-12-08,Store_B,Rice_5kg,Staples,60.0,60.0,0,133
2025-12-09,Store_B,Rice_5kg,Staples,60.0,60.0,0,140
2025-12-10,Store_B,Rice_5kg,Staples,60.0,60.0,1,171
2025-12-11,Store_B,Rice_5kg,Staples,60.0,60.0,0,161
2025-12-12,Store_B,Rice_5kg,Staples,60.0,60.0,0,171
2025-12-13,Store_B,Rice_5kg,Staples,60.0,60.0,0,204
2025-12-14,Store_B,Rice_5kg,Staples,60.0,60.0,0,192
2025-12-15,Store_B,Rice_5kg,Staples,60.0,60.0,0,146
2025-12-16,Store_B,Rice_5kg,Staples,60.0,60.0,0,147
2025-12-17,Store_B,Rice_5kg,Staples,60.0,60.0,0,155
2025-12-18,Store_B,Rice_5kg,Staples,60.0,60.0,1,217
2025-12-19,Store_B,Rice_5kg,Staples,60.0,60.0,0,207
2025-12-20,Store_B,Rice_5kg,Staples,60.0,60.0,0,233
2025-12-21,Store_B,Rice_5kg,Staples,60.0,60.0,0,209
2025-12-22,Store_B,Rice_5kg,Staples,60.0,60.0,0,138
2025-12-23,Store_B,Rice_5kg,Staples,60.0,60.0,0,155
2025-12-24,Store_B,Rice_5kg,Staples,60.0,60.0,0,163
2025-12-25,Store_B,Rice_5kg,Staples,51.11,60.0,0,187
2025-12-26,Store_B,Rice_5kg,Staples,60.39,60.0,0,193
2025-12-27,Store_B,Rice_5kg,Staples,52.68,60.0,1,361
2025-12-28,Store_B,Rice_5kg,Staples,60.0,60.0,0,212
2025-12-29,Store_B,Rice_5kg,Staples,60.0,60.0,0,143
2025-12-30,Store_B,Rice_5kg,Staples,48.03,60.0,0,217
2024-01-01,Store_B,Bread_400g,Bakery,35.0,35.0,0,161
2024-01-02,Store_B,Bread_400g,Bakery,35.0,35.0,0,147
2024-01-03,Store_B,Bread_400g,Bakery,35.0,35.0,0,164
2024-01-04,Store_B,Bread_400g,Bakery,35.0,35.0,0,169
2024-01-05,Store_B,Bread_400g,Bakery,35.0,35.0,0,238
2024-01-06,Store_B,Bread_400g,Bakery,35.0,35.0,1,319
2024-01-07,Store_B,Bread_400g,Bakery,28.71,35.0,0,278
2024-01-08,Store_B,Bread_400g,Bakery,35.0,35.0,1,194
2024-01-09,Store_B,Bread_400g,Bakery,35.0,35.0,0,127
2024-01-10,Store_B,Bread_400g,Bakery,35.0,35.0,0,165
2024-01-11,Store_B,Bread_400g,Bakery,35.0,35.0,0,141
2024-01-12,Store_B,Bread_400g,Bakery,35.0,35.0,0,221
2024-01-13,Store_B,Bread_400g,Bakery,35.0,35.0,1,335
2024-01-14,Store_B,Bread_400g,Bakery,35.0,35.0,0,228
2024-01-15,Store_B,Bread_400g,Bakery,35.0,35.0,0,163
2024-01-16,Store_B,Bread_400g,Bakery,35.0,35.0,0,159
2024-01-17,Store_B,Bread_400g,Bakery,35.0,35.0,0,141
2024-01-18,Store_B,Bread_400g,Bakery,35.0,35.0,1,240
2024-01-19,Store_B,Bread_400g,Bakery,34.26,35.0,0,206
2024-01-20,Store_B,Bread_400g,Bakery,35.0,35.0,0,222
2024-01-21,Store_B,Bread_400g,Bakery,35.6,35.0,0,196
2024-01-22,Store_B,Bread_400g,Bakery,35.0,35.0,0,164
2024-01-23,Store_B,Bread_400g,Bakery,35.0,35.0,1,179
2024-01-24,Store_B,Bread_400g,Bakery,35.0,35.0,0,180
2024-01-25,Store_B,Bread_400g,Bakery,37.75,35.0,0,149
2024-01-26,Store_B,Bread_400g,Bakery,35.0,35.0,0,205
2024-01-27,Store_B,Bread_400g,Bakery,35.0,35.0,0,243
2024-01-28,Store_B,Bread_400g,Bakery,30.01,35.0,0,231
2024-01-29,Store_B,Bread_400g,Bakery,35.0,35.0,0,156
2024-01-30,Store_B,Bread_400g,Bakery,35.0,35.0,0,163
2024-01-31,Store_B,Bread_400g,Bakery,35.0,35.0,1,195
2024-02-01,Store_B,Bread_400g,Bakery,35.0,35.0,0,163
2024-02-02,Store_B,Bread_400g,Bakery,35.0,35.0,0,171
2024-02-03,Store_B,Bread_400g,Bakery,35.0,35.0,0,229
2024-02-04,Store_B,Bread_400g,Bakery,35.0,35.0,0,213
2024-02-05,Store_B,Bread_400g,Bakery,35.0,35.0,0,168
2024-02-06,Store_B,Bread_400g,Bakery,35.0,35.0,0,127
2024-02-07,Store_B,Bread_400g,Bakery,35.0,35.0,0,159
2024-02-08,Store_B,Bread_400g,Bakery,35.0,35.0,0,192
2024-02-09,Store_B,Bread_400g,Bakery,35.0,35.0,1,209
2024-02-10,Store_B,Bread_400g,Bakery,35.0,35.0,0,245
2024-02-11,Store_B,Bread_400g,Bakery,35.0,35.0,0,189
2024-02-12,Store_B,Bread_400g,Bakery,35.0,35.0,0,153
2024-02-13,Store_B,Bread_400g,Bakery,35.0,35.0,0,154
2024-02-14,Store_B,Bread_400g,Bakery,35.0,35.0,0,149
2024-02-15,Store_B,Bread_400g,Bakery,35.0,35.0,0,169
2024-02-16,Store_B,Bread_400g,Bakery,35.0,35.0,0,204
2024-02-17,Store_B,Bread_400g,Bakery,35.0,35.0,0,234
2024-02-18,Store_B,Bread_400g,Bakery,35.0,35.0,0,187
2024-02-19,Store_B,Bread_400g,Bakery,35.0,35.0,0,147
2024-02-20,Store_B,Bread_400g,Bakery,35.0,35.0,0,172
2024-02-21,Store_B,Bread_400g,Bakery,35.0,35.0,0,151
2024-02-22,Store_B,Bread_400g,Bakery,35.0,35.0,0,161
2024-02-23,Store_B,Bread_400g,Bakery,35.0,35.0,0,194
2024-02-24,Store_B,Bread_400g,Bakery,35.0,35.0,0,249
2024-02-25,Store_B,Bread_400g,Bakery,35.0,35.0,0,231
2024-02-26,Store_B,Bread_400g,Bakery,35.0,35.0,1,206
2024-02-27,Store_B,Bread_400g,Bakery,35.0,35.0,0,146
2024-02-28,Store_B,Bread_400g,Bakery,37.38,35.0,0,131
2024-02-29,Store_B,Bread_400g,Bakery,35.0,35.0,0,167
2024-03-01,Store_B,Bread_400g,Bakery,35.0,35.0,0,178
2024-03-02,Store_B,Bread_400g,Bakery,35.0,35.0,0,197
2024-03-03,Store_B,Bread_400g,Bakery,35.0,35.0,0,197
2024-03-04,Store_B,Bread_400g,Bakery,35.0,35.0,0,178
2024-03-05,Store_B,Bread_400g,Bakery,35.0,35.0,0,163
2024-03-06,Store_B,Bread_400g,Bakery,35.0,35.0,0,168
2024-03-07,Store_B,Bread_400g,Bakery,30.94,35.0,0,183
2024-03-08,Store_B,Bread_400g,Bakery,35.0,35.0,0,197
2024-03-09,Store_B,Bread_400g,Bakery,35.0,35.0,0,226
2024-03-10,Store_B,Bread_400g,Bakery,35.0,35.0,0,231
2024-03-11,Store_B,Bread_400g,Bakery,30.19,35.0,0,199
2024-03-12,Store_B,Bread_400g,Bakery,30.31,35.0,0,170
2024-03-13,Store_B,Bread_400g,Bakery,35.0,35.0,0,148
2024-03-14,Store_B,Bread_400g,Bakery,35.0,35.0,0,142
2024-03-15,Store_B,Bread_400g,Bakery,35.0,35.0,0,196
2024-03-16,Store_B,Bread_400g,Bakery,35.0,35.0,1,295
2024-03-17,Store_B,Bread_400g,Bakery,35.0,35.0,0,234
2024-03-18,Store_B,Bread_400g,Bakery,35.0,35.0,0,155
2024-03-19,Store_B,Bread_400g,Bakery,35.0,35.0,0,139
2024-03-20,Store_B,Bread_400g,Bakery,35.0,35.0,1,188
2024-03-21,Store_B,Bread_400g,Bakery,35.0,35.0,0,127
2024-03-22,Store_B,Bread_400g,Bakery,35.0,35.0,0,191
2024-03-23,Store_B,Bread_400g,Bakery,35.0,35.0,0,253
2024-03-24,Store_B,Bread_400g,Bakery,38.95,35.0,0,163
2024-03-25,Store_B,Bread_400g,Bakery,35.0,35.0,0,166
2024-03-26,Store_B,Bread_400g,Bakery,35.0,35.0,0,150
2024-03-27,Store_B,Bread_400g,Bakery,35.0,35.0,0,170
2024-03-28,Store_B,Bread_400g,Bakery,35.0,35.0,0,178
2024-03-29,Store_B,Bread_400g,Bakery,35.0,35.0,0,193
2024-03-30,Store_B,Bread_400g,Bakery,35.0,35.0,0,191
2024-03-31,Store_B,Bread_400g,Bakery,35.0,35.0,0,174
2024-04-01,Store_B,Bread_400g,Bakery,35.0,35.0,0,151
2024-04-02,Store_B,Bread_400g,Bakery,35.66,35.0,0,137
2024-04-03,Store_B,Bread_400g,Bakery,31.9,35.0,0,182
2024-04-04,Store_B,Bread_400g,Bakery,35.0,35.0,0,161
2024-04-05,Store_B,Bread_400g,Bakery,35.0,35.0,0,185
2024-04-06,Store_B,Bread_400g,Bakery,37.85,35.0,0,183
2024-04-07,Store_B,Bread_400g,Bakery,29.49,35.0,0,240
2024-04-08,Store_B,Bread_400g,Bakery,35.0,35.0,0,145
2024-04-09,Store_B,Bread_400g,Bakery,35.0,35.0,0,129
2024-04-10,Store_B,Bread_400g,Bakery,35.0,35.0,0,143
2024-04-11,Store_B,Bread_400g,Bakery,33.38,35.0,0,157
2024-04-12,Store_B,Bread_400g,Bakery,35.0,35.0,0,169
2024-04-13,Store_B,Bread_400g,Bakery,35.0,35.0,0,215
2024-04-14,Store_B,Bread_400g,Bakery,35.0,35.0,1,287
2024-04-15,Store_B,Bread_400g,Bakery,35.0,35.0,0,125
2024-04-16,Store_B,Bread_400g,Bakery,35.0,35.0,0,138
2024-04-17,Store_B,Bread_400g,Bakery,35.0,35.0,0,147
2024-04-18,Store_B,Bread_400g,Bakery,35.0,35.0,0,169
2024-04-19,Store_B,Bread_400g,Bakery,35.0,35.0,0,170
2024-04-20,Store_B,Bread_400g,Bakery,32.48,35.0,0,234
2024-04-21,Store_B,Bread_400g,Bakery,35.0,35.0,0,170
2024-04-22,Store_B,Bread_400g,Bakery,35.0,35.0,0,157
2024-04-23,Store_B,Bread_400g,Bakery,32.81,35.0,0,153
2024-04-24,Store_B,Bread_400g,Bakery,35.0,35.0,0,129
2024-04-25,Store_B,Bread_400g,Bakery,35.0,35.0,0,146
2024-04-26,Store_B,Bread_400g,Bakery,35.0,35.0,0,180
2024-04-27,Store_B,Bread_400g,Bakery,28.89,35.0,0,296
2024-04-28,Store_B,Bread_400g,Bakery,35.0,35.0,1,304
